1614556800000,210.11770000,213.17890000,209.59200000,209.70260000,25031.93900000,1614557099999,5295510.31499910,6021,12833.96900000,2714688.31601540,0
1614557100000,209.70260000,214.00000000,209.12040000,211.56050000,20042.39400000,1614557399999,4225401.90073920,4653,11688.17700000,2467062.45503290,0
1614557400000,211.56050000,212.82840000,210.45920000,212.72270000,15280.41800000,1614557699999,3229058.95249100,3158,7465.18700000,1577773.67606870,0
1614557700000,212.63070000,216.00000000,212.47460000,215.55320000,48587.69100000,1614557999999,10417349.01410200,8781,25440.19200000,5456419.24857160,0
1614558000000,215.55320000,217.18830000,215.18960000,217.01040000,35755.44100000,1614558299999,7726932.43197620,6800,21379.33200000,4621307.60430310,0
1614558300000,216.91640000,217.59990000,215.88000000,216.06130000,20897.79700000,1614558599999,4532193.05102430,4234,10790.11300000,2340806.19345280,0
1614558600000,216.06130000,221.00000000,216.06130000,220.27100000,63749.41500000,1614558899999,13982864.93614440,10965,37929.73400000,8317895.79340500,0
1614558900000,220.30180000,220.73960000,217.47600000,219.83270000,37439.54400000,1614559199999,8220594.46874590,6783,17467.11700000,3836464.92255340,0
1614559200000,219.83270000,220.39900000,218.78060000,219.19130000,23205.64400000,1614559499999,5097532.23413050,4033,10635.52600000,2336750.00414160,0
1614559500000,219.19250000,219.29130000,216.88480000,218.15030000,30463.15500000,1614559799999,6644075.35476380,5402,13380.44000000,2918869.36177670,0
1614559800000,218.15580000,220.46610000,218.11440000,220.30000000,26388.56800000,1614560099999,5793367.25118930,3959,13561.45400000,2975833.36375440,0
1614560100000,220.30010000,220.84630000,218.36080000,218.80050000,32526.67700000,1614560399999,7138729.26556280,4680,16759.82900000,3677870.90602090,0
1614560400000,218.80050000,219.77660000,216.13070000,217.07200000,26302.79000000,1614560699999,5738759.36407620,5221,10554.38500000,2305032.88933350,0
1614560700000,216.96290000,217.97870000,216.40800000,217.13740000,16436.58200000,1614560999999,3570118.82571440,3400,7826.86400000,1700053.53341830,0
1614561000000,217.15170000,217.23250000,215.30610000,216.23920000,11413.25900000,1614561299999,2468309.88879190,3651,5843.92800000,1263790.86883140,0
1614561300000,216.26280000,218.26470000,216.15590000,217.48650000,12856.84800000,1614561599999,2793528.10736240,3359,6400.59600000,1390448.94992250,0
1614561600000,217.46640000,218.13340000,216.17830000,217.90170000,14633.47300000,1614561899999,3175767.45811550,3730,7570.96800000,1642772.82765590,0
1614561900000,217.94670000,217.99940000,216.83670000,217.55730000,8670.38300000,1614562199999,1884864.80104150,2482,4369.36900000,949892.79234560,0
1614562200000,217.55130000,220.40330000,217.35380000,219.06860000,25114.70500000,1614562499999,5509824.51875330,5087,12873.85300000,2823385.30006610,0
1614562500000,219.06890000,220.13900000,218.55580000,219.25370000,10977.79900000,1614562799999,2407073.96634340,2576,5669.24400000,1243430.60165740,0
1614562800000,219.26270000,220.00000000,218.50070000,219.35640000,10585.23100000,1614563099999,2321020.87551340,2477,5950.24300000,1304799.13105310,0
